,Date,User,Tweet
1006,2023-01-15 12:35:06+00:00,craigtyr,Dubai gives you so much energy to make money 💰
1007,2023-01-15 12:00:00+00:00,Jusoorpost_EN,"🇦🇪 List of #COP presidents starting from #Angela_Merkel, who chaired #COP1 in #Berlin in 1995, to #UAE national oil company #CEO #Sultan_al_Jaber, set to lead #COP28 in #Dubai.

#jusoor_post https://t.co/5I12W6E7aN"
1008,2023-01-15 10:41:33+00:00,TateMayfairs,"I wanna see that same energy and mocking comments I received around my Dubai Championship run directed at @LEONSLATER_ 

Not because I’ve got anything against him at all.. I am a good guy

I just believe in equal and fair treatment

Don’t you? 🤣

#TatenessIsGreatness 
🍸"
1009,2023-01-15 10:00:15+00:00,ExpoCityDubai,"Nature-bending technology &amp; global partnerships are key solutions to combat the loss of biodiversity &amp; the impacts of climate change. Get expert insights that shaped our Climate &amp; Biodiversity Week at Expo 2020 Dubai https://t.co/bXKVAC3eyd
#ExpoCityDubai #ADSW2023 #COP #COP28 https://t.co/1i714sNd62"
1010,2023-01-15 09:28:58+00:00,gulf_news,"“We will support the success of the UAE’s hosting of #COP28 [the UN Climate Conference to be held in Dubai] at the end of this year and work together in that regard,” says South Korea President #Yoon https://t.co/TGPuuATfuz"
1011,2023-01-15 09:11:06+00:00,finextcon,"Meet our speakers of @finextcon Dubai 2023

Haysam Fahmy
Vice President Mastercard
@hisom 

Speaking on ""Marketing Innovation in the FI Space ""

Save the dates: April 26- 27, 2023

Register now! On
https://t.co/Bm2bfn88aH

Presented By @internetshine .

#finextcon
#finextcon2023 https://t.co/xR8VdhT2rK"
1012,2023-01-15 09:03:46+00:00,PPreungesheim,"This is really needed? 🤔
#sustainable #Dubai #energy 
https://t.co/IaedS2aXMX"
1013,2023-01-15 08:23:52+00:00,Dubai_Calendar,"The flamenco sensation, Diego El Cigala, at Dubai Opera on 3 March. This two-time Grammy Award-winning artist will bring the energy of the Andalusian region to life with his powerful vocals and upbeat tunes. Don't miss out: https://t.co/tZBziZjyQo https://t.co/hIeSxhWHhT"
1014,2023-01-15 08:11:36+00:00,eatonsaks,"Senior Marketing Manager: Eaton SAKS International Group    
Dubai's favourite British Supermarket brand are looking for a creative Senior Marketing Manager who has the mix of grocery/supermarket exposure.

A mixture of customer marketing, innovation ATL/…https://t.co/g3I6VGbe6t"
1015,2023-01-15 07:27:17+00:00,NadineLaubacher,"@DrAishaAlSarihi @qdepim Agree 100% with you. There is a big confusion in people’s thoughts. But I still think that if the UAE and Dubai and specifically the private sector had been more proactive on energy efficiency, there would be less of an outcry. People didn’t scroll down enough on Dr Sultan’s bio."
1016,2023-01-15 07:07:30+00:00,freeenergytechs,"Free Source of Energy Technology
https://t.co/uzB53xeTVv

#freesourceofenergy #freeenergy #energy #tech #siemens #mitsubishi #rwe #europeanenergycrisis #europe #NoMoreEnergyCrisis #usa #ca #uae #dubai #news #america #eu #ge #microsoft #facebook #tesla #twitter #japan #rollsroyce https://t.co/mF7ib6LEss"
1017,2023-01-15 06:12:25+00:00,marekstawinski,"Worth reading the hospitality report  reflecting a trend of Dubai becoming a global innovation, transportation and tourism hub.#innovation #dubai #uae #innovationhub #hospitality #dubaihospitality"
1018,2023-01-15 05:59:05+00:00,ChillexTourism,"🔮Museum of the future🔮

⭐Dubai's technological museum and global innovation centre, displaying the world's top ideas, prototypes and inventions🤩

#museumofthefuture #uae #dubaitravel #uaeresident #uaeholiday #chillextourism #chillex #Dubaivisa #UAEvisa https://t.co/1gIqa6C8ws"
1019,2023-01-15 05:01:05+00:00,Dw40031913,"Citizen Conflict Hero Shooter Bridges Web2 Gaming and Web3 Innovation - https://t.co/2l9c3ddjOA / Dubai, Jan 15, 2023 - (ACN Newswire) -  Citizen Conflict represents a Paradigm Shift In Competitive Gaming. The big question is: Where does the success of legendary game titles su... https://t.co/iJxAw84IYO"
1020,2023-01-15 03:53:33+00:00,_techtalkng,"RT @Quicktake The UAE has named Sultan al Jaber, head of the national oil company, as president for the COP28 climate summit that will be held in Dubai later this year https://t.co/yCbKYf30hD https://t.co/cZyowbMEw9"
1021,2023-01-15 03:43:44+00:00,Quicktake,"The UAE has named Sultan al Jaber, head of the national oil company, as president for the COP28 climate summit that will be held in Dubai later this year https://t.co/UwIVQa8XNs https://t.co/7gQUEmLGaS"
1022,2023-01-15 03:31:55+00:00,Citizen303,"Oil company CEO to preside at COP28 climate summit. ""Sultan Al Jaber, CEO of the Abu Dhabi National Oil Company, will oversee COP28, which takes place from November 30 in Dubai."" https://t.co/51282t9X2f"
1023,2023-01-15 02:11:31+00:00,cynthianna3,"An oil company exec is in charge of COP28 in Dubai. What could go wrong?
https://t.co/ruXJ7RI9A0 #ClimateEmergency"
1024,2023-01-15 01:43:46+00:00,Petchary,"UAE Selects Fossil Fuel Exec to Lead COP28 https://t.co/0fNI2N8jTQ via @DeSmog Sultan Ahmed Al Jaber was named as president-designate of this year’s UN climate summit, #COP28UAE , to take place November 30 – December 12 in Dubai. He is also CEO of a large oil and gas company."
1025,2023-01-15 00:54:53+00:00,Scot_Scientist,"@ContextClimate @vanessa_vash @InstituteGC Well there's one young lady who's invited herself to a ""hearing"" in Dubai.

COP28: The Sultan and the Prostitute
https://t.co/HuI5Ssldwc"
1026,2023-01-14 23:55:16+00:00,er_magazine,"Arab Health is bringing together key experts with a keen vision on a more sustainable, innovative, and positive outlook for the medical industry.
Register now for free through this link - https://t.co/5j4RAO1haM
#ArabHealth2023
#dubai #innovation"
1027,2023-01-14 22:09:48+00:00,iamzia08,"@HamdanMohammed My wife and I would like to thank you for being an inspiration to us nd so many others. We are huge fans of yours and admire your humbleness, leadership, positive energy towards people, and the initiatives you take to shape Dubai's future."
1028,2023-01-14 21:30:04+00:00,tmrwconf,"Feel the energy of a place where difference is made!🔥
Feel the energy of the TMRW PEOPLE who are born to make an impact!🙌🏻

🔺Ｔ Ｍ Ｒ Ｗ Ｄ Ｕ Ｂ Ａ Ｉ ２０２３🔺
🗓 February 8 - 10 |⁣⁣⁣ 📍Dubai
➡️ https://t.co/LC6jjB6KmD 
#tmrwconf https://t.co/c3i7pkhddd"
1029,2023-01-14 20:41:05+00:00,SRKUniverse,"Infectious Energy 🕺🏻 Unmatchable Charm 🌟 #Pathaan's stormy moves stealing the show &amp; how 🔥 Housefull Mehfil is guaranteed 🙌🏻

10 DAYS FOR PATHAAN

#ShahRukhKhan #PathaanTrailer  #PathaanTrailerOnBurjKhalifa #BurjKhalifa #Dubai #SiddharthAnand #DeepikaPadukone #JohnAbraham https://t.co/JzBk543BvO"
1030,2023-01-14 20:13:33+00:00,brideclubme,"Missed This? Arabic Bride transformation | Polish Nails Care &amp; More, Abu Dhabi https://t.co/jccKqYbneZ #dubai #wedding #bcme https://t.co/zKEGqwN9NN"
1031,2023-01-14 20:08:12+00:00,MenryWY,"Apropos of news that the head of Abu Dhabi National Oil Company will preside over #COP28 in Dubai this year, here’s a good overview of rampant greenwashing (incl. of human rights) at #COP27 from @bberwyn (I’m quoted in the piece). 

https://t.co/tJjdbEEjnZ"
1032,2023-01-14 18:59:39+00:00,iamRajSrk1,"Energy Level : SHAH RUKH KHAN 🙌🏻👑 @iamsrk @BurjKhalifa @emaardubai

10 DAYS FOR PATHAAN

#ShahRukhKhan #PathaanTrailer #Pathaan #JhoomeJoPathaan #PathaanTrailerOnBurjKhalifa #BurjKhalifa #Dubai #SiddharthAnand #DeepikaPadukone #JohnAbraham https://t.co/ZUsKcGVymK"
1033,2023-01-14 18:08:18+00:00,SRKUniverse,"Energy Level : SHAH RUKH KHAN 🙌🏻👑

10 DAYS FOR PATHAAN

#ShahRukhKhan #PathaanTrailer #Pathaan #JhoomeJoPathaan #PathaanTrailerOnBurjKhalifa #BurjKhalifa #Dubai #SiddharthAnand #DeepikaPadukone #JohnAbraham https://t.co/96eR5vvPzL"
1034,2023-01-14 16:08:00+00:00,EcoWatch,The selection of Sultan Al Jaber by the United Arab Emirates to lead this year’s COP28 in Dubai has climate activists worried that heavy industry has too big a hand in the worldwide response to the climate crisis. https://t.co/EtScCI0fzf
1035,2023-01-14 15:30:15+00:00,freezonejobs,new vacancy Power BI Developer - Dubai - Greenfield Data Transformation - Media Platform | eMagine Solutions https://t.co/TUr79mErrU
1036,2023-01-14 14:45:37+00:00,NorRanRashDan,"The arrival of the President of #SouthKorea at #Dubai Airport on an official state visit to the #UAE  and His Excellency Suhail bin Mohammed Faraj Faris Al Mazrouei, Minister of Energy and Infrastructure, was at the forefront of his reception.👌🏻 https://t.co/kcUIhZWL2a"
1037,2023-01-14 14:32:38+00:00,metaopposites,"WION Climate Tracker: UAE to host this year's COP28 UN Climate Summit in Dubai
Having an oil producer host climate change talks is like having a beef producer manage a conference on veganism. No hope for humanity. The solution is revolution https://t.co/JeYfmLVheZ"
1038,2023-01-14 13:39:08+00:00,RickAnderson,"Very interesting - albeit controversial - that the @UN has designated 🇦🇪 UAE’s industry minister and state-owned oil company CEO (world’s 12-largest oilco) as president of #COP28 (Dubai, Nov 30-Dec 12). Heads will explode, but his message here is on a good track.
#cdnpoli"
1039,2023-01-14 12:48:37+00:00,Ronladdy,Bigger say: #UAE names #ADNOC’s CEO as 2023 #Dubai #COP28 #climate president....UAE and #SaudiArabia blamed the surge in fossil fuel prices in the past two years partly on western nations discouraging investments in new projects.... https://t.co/KVYUsdUwlR
1040,2023-01-14 12:26:19+00:00,dejavu_tweets,"4 things to know before you move to Dubai in 2023:

👉🏽It’s a city of innovation and dreams
👉🏽Among the top 10 safest cities in the world
👉🏽Expect a tax-free lifestyle
👉🏽You don’t need to learn Arabic as English is widely spoken

#RealEstate #Dubai #UAE #NewYear #investing #home"
1041,2023-01-14 12:12:51+00:00,HJAcivillibs,"Dr Sultan Al Jaber, the group chief executive of Abu Dhabi National Oil Company, has been appointed President of the 2023 UN Climate Change Conference, which will take place in Dubai in November #COP28 #ClimateEmergency https://t.co/T0EoaGTtih"
1042,2023-01-14 12:04:02+00:00,ashabakah_com,"#Jobs .. #UAE .. Power BI Developer Dubai Greenfield Data Transformation Media Platform eMagine Solutions
2023-01-14
https://t.co/iunTIQEvlZ"
1043,2023-01-14 11:51:01+00:00,uaejobs,Power BI Developer - Dubai - Greenfield Data Transformation - Media Platform | eMagine Solutions https://t.co/lgvuZdFY7m
1044,2023-01-14 11:22:59+00:00,PerusalPolitics,"What an irony? 
Head of the Abu Dhabi National Oil Company Sultan Ahmed Al Jaber has been named to lead the COP28 global climate talks in Dubai.

It is a clear conflict of interest. @ClancyReports
 @natalieben
 @catherinerowett
https://t.co/wMcQI8ffCV"
1045,2023-01-14 11:14:57+00:00,Roshaarbhat,"Like Dubai 👍 Ohh Its MicroSOFT 🤣 Gucci , BOMB , Fashion GODS , PIMP , PORN 
Uranium , China's Coal , Conversion Of Energy , Laws Of Motion And Crude OIL Showoff And Done 💅🦘 SCARY 🤣 https://t.co/x0IPvDsTZ7"
1046,2023-01-14 11:01:51+00:00,PerusalPolitics,"Whats an irony? 
Head of the Abu Dhabi National Oil Company Sultan Ahmed Al Jaber has been named to lead the COP28 global climate talks in Dubai.

It is a clear conflict of interest.
 @MattMcGrathBBC @PierreABISAAB @GreenJennyJones 
https://t.co/wMcQI8ffCV https://t.co/cRlHVXXR1J"
1047,2023-01-14 10:00:14+00:00,ExpoCityDubai,"expert insights and intimate human stories from all over the world that shaped our Climate and Biodiversity Week at Expo 2020 Dubai through the link https://t.co/bXKVAC3eyd

#ExpoCityDubai #ADSW2023 #COP #COP28"
1048,2023-01-14 09:33:35+00:00,AspectAluminum,"Tilt and turn windows at Aspect are highly energy efficient, durable, easy to clean and they provide excellent ventilation.#aspectaluminium #upvctiltandturnwindows #upvcwindows #upvc #windows #upvcdoors #doors #tiltandturnwindows #uae #dubai #glasswindows #interiors #construction https://t.co/jXXLtUlbIh"
1049,2023-01-14 09:11:07+00:00,MixDoniagee,The UN meetings in Sharm El Sheikh &amp; in Dubai are bringing the world’s attention to the region’s real progress toward energy transitions. The COP 27-28 conferences offer a prominent stage on which developers have not hesitated to unveil MEA’s most innovative power sector projects
1050,2023-01-14 08:54:04+00:00,drnoahross,WION Climate Tracker: UAE to host this year's COP28 UN Climate Summit in Dubai - WION https://t.co/fRxA8xrhyC https://t.co/CDACOJi0Zj
1051,2023-01-14 08:36:40+00:00,JoranhofJoran,"The people leading us to save the planet and protect us from global warming are flying in private jets to the World Economic Forum. 

The person leading the next Climate Conference (COP28 DUBAI) is the chairman of an oil company that is outspoken about pr…https://t.co/QgC93fUUCk"
1052,2023-01-14 08:16:19+00:00,KenRoth,"The United Arab Emirates names the CEO of the Abu Dhabi National Oil Company to lead next year's global climate talks, COP28, to be held in Dubai. Conflict of interest? Naw.
https://t.co/CsV1U3OK2O"
1053,2023-01-14 07:06:00+00:00,freeenergytechs,"Free Source of Energy Technology
https://t.co/uzB53xeTVv

#freesourceofenergy #freeenergy #energy #tech #siemens #mitsubishi #rwe #europeanenergycrisis #europe #NoMoreEnergyCrisis #usa #ca #uae #dubai #news #america #eu #ge #microsoft #facebook #tesla #twitter #japan #rollsroyce https://t.co/8IcDtHPkxK"
1054,2023-01-14 06:09:25+00:00,CornerstoneMiE,"our 𝐬𝐭𝐚𝐜𝐤 𝐞𝐦𝐢𝐬𝐬𝐢𝐨𝐧 𝐦𝐨𝐧𝐢𝐭𝐨𝐫𝐢𝐧𝐠 𝐚𝐝𝐯𝐢𝐬𝐨𝐫𝐬 can help you to comply with regulations and emissions permits.
https://t.co/RVD26DRWYI

#Dubai #UAE #mobilestackemission #monitoringservices 
#stacktest #airquality #gasstream #pollutioncontrolequipment"
1055,2023-01-14 06:00:22+00:00,ExpoCityDubai,"In efforts to drive sustainable solutions for a better future, Expo City Dubai is proud to announce its partnership as an Associate Partner for the Abu Dhabi Sustainability Week Summit. 
@ADSWagenda 
#ExpoCityDubai #ADSW2023 #COP #COP28 https://t.co/QrMB9QgVhr"
1056,2023-01-14 05:38:06+00:00,truckerworld,"DUBAI (Reuters) -The United #Arab Emirates' renewable #Energy company Masdar signed on Friday a memorandum of understanding (MoU)...
🔗 https://t.co/wv49VhPJVe
#Amsterdam #Osmond #Supply https://t.co/k8ztmaufYQ"
1057,2023-01-14 05:15:57+00:00,MIsomalia,"You say you want innovation .... Well, you know, We all want to change the world.  And to continue paraphrasing the lyrics of my favorite bands' songs...

It was twenty years ago today... when I first landed in Dubai and found the place amazing. The stori…https://t.co/6jWPMXa5qO"
1058,2023-01-14 05:11:07+00:00,MIsomalia,"You say you want innovation .... Well, you know, We all want to change the world.  And to continue paraphrasing the lyrics of my favorite bands' songs...

It was twenty years ago today... when I first landed in Dubai and found the…https://t.co/OHSf1UeVv5 https://t.co/NGGJxP4IDi"
1059,2023-01-14 04:38:14+00:00,ecowrite,"Orwellian farce appointing oil sultan to head #COP28 talks in Dubai. Like relying on a Covid sceptic to shape the world’s response to the pandemic. Global Witness called the appointment a ""harsh blow"" to weaning the world off fossil fuels.” #climatecrisis  https://t.co/16vYpMKM2y"
1060,2023-01-14 04:10:06+00:00,the_plu,"United Arab Emirates Success Pillars: Openness, Innovation https://t.co/nhrEMBYsAI via @the_plu #UAE #Dubai"
1061,2023-01-14 02:48:14+00:00,activist360_co,"Dubai mulls quitting green city club over lackluster climate efforts. The city state warns it will be ‘inordinately costly’ to meet its climate promises.

https://t.co/quuSEtMMIS @fed_disario @Gmvolpi #Dubai #Emissions #Oil #FossilFuels #ClimateTargets"
1062,2023-01-14 00:59:26+00:00,QueenofthenileS,@HamdanMohammed As-Salaam Alaikum Your Highness Sheikh Hamdan bin Mohammed bin Rashid Al Maktoum.  So so happy to see this presentation of beautiful and healthy vegetables. So so impressed. Praise Allah and Thank Him for the innovation and vision of you and the leadership of Dubai and 🇦🇪.
1063,2023-01-13 23:26:51+00:00,k__ei,WION Climate Tracker: UAE to host this year's COP28 UN Climate Summit in Dubai - WION https://t.co/LXFp1kNoBl https://t.co/ryDyouCYrX
1064,2023-01-13 23:01:04+00:00,AsianCatalyst,"Dubai, (UAE) -The UAE and UK have signed an agreement to share technical knowledge in clean energy, including low-carbon hydrogen and harmless nuclear energy. The agreement will enhance strategic and technical cooperation between the two nations in the energy sector. #Dubai https://t.co/8b7Tn3cbfy"
1065,2023-01-13 21:55:09+00:00,The_NewArab,"Dubai, one of the world’s biggest oil producers, will host this year’s COP28 conference - much to the ire of climate activists 

https://t.co/kFU2o6Xkq7"
1066,2023-01-13 21:47:38+00:00,rodee55,You've got to be kidding!! Oil boss will lead the COP28 climate talks in Dubai this year. https://t.co/VSDgKI5Gz3 via @YouTube
1067,2023-01-13 18:48:06+00:00,joshuaostroff,"🙃🙃🙃 
""The United Arab Emirates has nominated the leader of a state oil company to be the president of the upcoming United Nations climate summit, COP28, in Dubai, sparking concerns of a conflict of interest."" https://t.co/geGnx6moj7"
1068,2023-01-13 18:41:34+00:00,askMsQ,Incredible day visitint @ArcadiaSch in Dubai and leading a workshop on building cultures of trust to fuel transformation in schools. Loved learning about the Junior MBA program where every learner has a exposure to entrepreneurship #edtech #Dubai #innovation #k12 https://t.co/i9zeXm1kPA
1069,2023-01-13 18:23:57+00:00,FreedomForward,"What a joke: 

UAE oil official to run #COP28 global climate conference for 2023 in #Dubai

https://t.co/jDrXhE5zYQ"
1070,2023-01-13 18:19:43+00:00,JeromeFosterII,"COP28 is greenwashing!

Sultan al-Jaber, CEO of Abu Dhabi National Oil Co,  which is the 12th-biggest oil company in the world will preside over the next global climate talks hosted in Dubai.

There is no place for polluters at a climate conference, especially not leading it."
1071,2023-01-13 18:17:59+00:00,ericcsmeyer,"It is my honor and privilege to introduce Danny Rice to the U.A.E. over the following week. Bringing the very best of U.S. clean energy innovation to the Gulf.
#cleanenergy #innovation #dubai #abudhabi https://t.co/E1pKqkAlGF"
1072,2023-01-13 18:00:30+00:00,WIONews,"UAE to host this year's COP28 UN Climate Summit in Dubai. Watch video

https://t.co/Yflv4XRNH2"
1073,2023-01-13 17:44:07+00:00,donaleeh,"Congratulations to Her Excellency Ms. Razan Al Mubarak  on her appointment as the UN Climate Change High-Level Champion for COP28 DUBAI . Her extensive experience in environmental conservation and leadership, including as President of the International Un…https://t.co/hHO0NGB8us"
1074,2023-01-13 17:24:22+00:00,AliceD36310,"3006.(1) Dubai Marina 🌹
aka Marsa Dubai, a district in Dubai, United Arab Emirates🇦🇪.
Exists in 4.5 billion years ago!
They were Giant screwdriver bits!
Free energy to all!
No colonies, no slaves, no wars!
Unite, We are brothers and sisters worldwide!👫🇺🇸🇦🇪🌟❤️💙🤍💜🙏 https://t.co/Ymx0mtdv2q"
1075,2023-01-13 16:42:20+00:00,maritimegateway,"DP World And Maersk Launch Collaboration At Jebel Ali Port
DP World has started a partnership with A.P. Moller-Maersk to proceed with decarbonisation process and increase productivity at Jebel Ali port in Dubai.
https://t.co/E8JrvcFpCK"
1076,2023-01-13 16:34:23+00:00,DanielTurnerPTF,"This toolbag has weekly conferences in luxury resorts around the world telling us we need to lead a low carbon lifestyle.

No one elected you, Tony.

Where’s COP28? Bangladesh? Rwanda? Oh… Dubai. That’s right. Better hotels and restaurants.

Phony little tyrant."
1077,2023-01-13 15:15:32+00:00,DanVevers,"EXCL: ""It's a cruel joke"" - Scots campaigners blast appointment of one of the world's biggest oil barons to lead crucial UN #COP28 climate talks. 

Fossil fuels exec Sultan Ahmed Al Jaber is president-designate for the annual summit in Dubai this year. https://t.co/481Evoiy57"
1078,2023-01-13 14:34:29+00:00,BatrosBen,"Somehow, Dubai thinks that the solution to the problem is withdrawing from C40; that this will make things look BETTER.

And what that says about the importance that they place on symbolism over substantive action is the real concern for COP28."
1079,2023-01-13 14:34:29+00:00,BatrosBen,"This withdrawal is driven by concerns Dubai's status will be downgraded given its failure to meet emissions reduction promises.
Instead of a promised 30% reduction (from 2016), @climateactiontr estimates the UAE will see a 30% INCREASE by 2030 (from 2010).
https://t.co/nuQhFCxaSS"
1080,2023-01-13 14:34:28+00:00,BatrosBen,"The signs for UAE's leadership of COP28 just keep getting worse. Earlier this week, it appointed the CEO of its state oil company as COP President.

Now, Dubai considering withdrawing from the C40 grouping of cities for climate action.

https://t.co/FEEDhCxk3c"
1081,2023-01-13 14:28:30+00:00,ThaniAlZeyoudi,"Coffee is now a $1.3bn industry in the UAE, and we continue to build the infrastructure to strengthen our role in the global coffee trade. At the World of Coffee Dubai exhibition at @DWTCOfficial, it was great to see the energy and innovation in this emerging sector. #WOCDubai https://t.co/nINv86rehG"
1082,2023-01-13 13:58:16+00:00,ZtartUpNetwork,"2023 is here and technology is set to change the world. 

What's your prediction for the tech that will have the biggest impact? 

#FutureTech #Innovation #Disruption #Poll #AI #BlockChain #StartUp #Dubai #FutureIsHere https://t.co/qXan4yEC1R"
1083,2023-01-13 13:30:17+00:00,NatGasAsia,"UAE picks #oil chief to lead #UN #COP28 talks 
 👉 COP28 will take place in Dubai between November 30 and December 12 2023.
Read more 👉 https://t.co/8uTc6Miyf8
#NGW #energy"
1084,2023-01-13 13:20:14+00:00,LimbsandThings1,"We're excited to be exhibiting at #ArabHealth on the 30th Jan – 2nd Feb in Dubai, the city of innovation! Set to be a busy event, we can't wait to show you what we've got at our stand, so make sure you find us and @TruCorp in Hall Z6 at booth B50!
 
https://t.co/daKpI17ENa https://t.co/AvbatiGgUi"
1085,2023-01-13 12:46:45+00:00,DubaiTrends,The Strategy offers exceptional artistic experiences that enhance visual culture and the spirit of innovation and contributing to enriching the region’s cultural and artistic scene whilst supporting Dubai’s creative economy.
1086,2023-01-13 12:28:23+00:00,MuratTebatebai,"#SultanalJaber is CEO of Abu Dhabi National Oil Company. He will be the president of the United Nations climate talks, Conference of the Parties (COP28), in Dubai in the late autumn of this year. 
We should appoint #AliKhamenei as head of the United Nations Human Rights Council!"
1087,2023-01-13 12:27:07+00:00,DXBMediaOffice,The Strategy offers exceptional artistic experiences that enhance visual culture and the spirit of innovation and contributing to enriching the region’s cultural and artistic scene whilst supporting Dubai’s creative economy.
1088,2023-01-13 12:20:05+00:00,NatGasAmericas,"UAE picks #oil chief to lead #UN #COP28 talks 
 👉 COP28 will take place in Dubai between November 30 and December 12 2023.
Read more 👉 https://t.co/AsiTnUCvrQ
#NGW #energy"
1089,2023-01-13 12:10:18+00:00,Officialmiracl7,"@Harmless12345 Funny enough reno omokri knows that his boss atiku can't win. The man atiku has totally given up, he knows he can't win. He's not putting so much energy as he did in 2019. Atiku has retired back to his base in Dubai sharperly..... Reno just want to be relevant in tweeter space."
1090,2023-01-13 12:02:47+00:00,tabbarallc,"The YahClick delivers high-speed internet connectivity beamed directly to you from their satellites in space. 

#TabbaraElectronics #YahClick #Yahsat #abudhabi #dubai #middleeast #uae #connectivity #security #Sattelite #broadband #Innovation
#ملتزمون_ياوطن
#نتصدر_المشهد https://t.co/GX4lrKE7rA"
1091,2023-01-13 12:00:19+00:00,NatGasWorld,"UAE picks #oil chief to lead #UN #COP28 talks 
 👉 COP28 will take place in Dubai between November 30 and December 12 2023.
Read more 👉 https://t.co/tb6Y1w8Vcf
#NGW #energy"
1092,2023-01-13 11:59:42+00:00,IngeniArs_Srl,"Let's start this 2023 by bringing our Telemedicine Division up to Dubai for the @Arab_Health, 30 Jan - 2 Feb. at Dubai World Trade Center. We will exhibit with the European Innovation Council and SMEs Executive Agency (EISMEA), come find us at Za’abeel, Hall 6 – Booth Z6.B22. https://t.co/uIa1QyXhu4"
1093,2023-01-13 11:55:44+00:00,ChristianBirzu,"https://t.co/9tKFWrJYK3
COP28 climate talks to be led by UAE oil chief as plans for Dubai event push on https://t.co/Cw0cJX5t7F"
1094,2023-01-13 10:45:47+00:00,rebeccaaproctor,"The UAE names Sultan al Jaber, head of the national oil company as well as the main renewable-energy firm, as president for the COP28 climate summit that will be held in Dubai later this year https://t.co/cYURIB2TIx via @business"
1095,2023-01-13 10:34:07+00:00,AsishMorgan,"I lead Coronavirus prevention and leadership Omicron Monkeypox research innovation and leadership from Wuhan lab The China , The Japan and Tokyo ghoul The  Philippines The  Korea Shanghai Seoul Asia 🌏 Dubai Edinburgh The  Scotland UK The US leadership! Stay Safe in Corona!"
1096,2023-01-13 10:32:06+00:00,bbcworldservice,"The head of one of the world's biggest oil companies has been named to lead the COP28 global climate talks in Dubai, later this year.

But @EspenBarthEide argues there's no reason to expect the talks should fail https://t.co/y0TG4XWyla"
1097,2023-01-13 10:26:18+00:00,Exchange_Invest,"Looking forward to the #AFM-@GMEXTech Digital Transformation workshop in Dubai on January 26th.

In addition to chairing a panel, I will also give a keynote presentation: ""Perspectives on Crypto / DLT in a post FTX world. https://t.co/WjT2hEVqcD"
1098,2023-01-13 10:24:14+00:00,FrontierFinance,"Looking forward to the #AFM-@GMEXTech Digital Transformation workshop in Dubai on January 26th.

I will also give a keynote presentation: ""Perspectives on Crypto / DLT in a post FTX world -  how exchanges and market participants need to plan for the world post crypto winter."" https://t.co/afadU9MqMM"
1099,2023-01-13 10:18:50+00:00,Kezza_PR,"Looking forwards to supporting @GITEX_GLOBAL this year.
Inspiring planning conversations  with the briliant team.
Always a win-win when you also learn from each other, sharing knowledge and ideas freely. 
#Innovation #AI #Dubai #UAE #Africa"
1100,2023-01-13 10:17:41+00:00,mrWFPB,"#gohere
we're fucked ...
The head of one of the world's biggest oil companies has been named to lead the COP28 global climate talks in Dubai, later this year.

https://t.co/XG7pGOhCoR"
1101,2023-01-13 10:02:58+00:00,HarlemGirl59,"I was waffling about whether or not I wanted to attend COP28 in Dubai. I think I'm going to pass.

UAE appoints oil exec to lead COP28 climate talks, sparking outrage

https://t.co/0MlczNVbly"
1102,2023-01-13 09:37:03+00:00,mpiedrav,"«The head of one of the world's biggest oil companies has been named to lead the COP28 global climate talks in Dubai, later this year.»

🙄🙄🙄

«The recent COP27 gathering in Egypt was described by some attendees as a ""glorified fossil fuel trade show"".»

https://t.co/Y4ZwSN0jm3"
1103,2023-01-13 09:05:53+00:00,khaleejtimes,"📹What to expect from 'OVO' by #CirqueDuSoleil 

@Cirque is back in #Dubai with a colourful production of #Ovo. The Canadian circus production is renowned for its high-energy and immersive experiences and will be in the city until January 18

#circus #entertainment #lifestyle https://t.co/EutLQNTC03"
1104,2023-01-13 08:54:04+00:00,_techtalkng,"RT @Quicktake The UAE has named Sultan al Jaber, head of the national oil company, as president for the COP28 climate summit that will be held in Dubai later this year https://t.co/JNehVJ9a1I https://t.co/DXS1U2klcS"
1105,2023-01-13 08:50:28+00:00,Sabiradventures,"#Dubai is truly a city of innovation 👏

And  Soon There Would Be A 3D Printed Mosque Built In  Using #3Dprinting will reduce construction material wastes. It is friendly to the environment. The mosque represents the vision of our wise leadership  

@MohamedBinZayed https://t.co/qqI1IMUHzi"
1106,2023-01-13 08:36:58+00:00,katrin3377,"The goal should be like #Dubai 
To call for the horizon, on the moon, to activate sleeping signals, to open and create new worlds, to fill with energy, excite the heart, inspire the soul. 
Your goal should to set the world in motion ,like Dubai 🚀
#goals #lider https://t.co/ikcSp2UgKn"
1107,2023-01-13 08:34:00+00:00,TimeOutDubai,"Dubai is truly a city of innovation
https://t.co/CqlGIJeVEX"
1108,2023-01-13 08:06:03+00:00,Quicktake,"The UAE has named Sultan al Jaber, head of the national oil company, as president for the COP28 climate summit that will be held in Dubai later this year https://t.co/pmQPpBQZnt https://t.co/KNBOtKIPGa"
1109,2023-01-13 07:51:04+00:00,bulletin_ex,"UAE names oil chief to lead COP28 climate talks - BBC News - https://t.co/fhBIvM7MDM
The head of one of the world's largest oil companies has been appointed to lead the COP28 global climate talks in Dubai later this year.  Sultan Ahmed Al Jaber is currently the CEO of Abu Dha..."
